files,language,blank,comment,code,"github.com/AlDanial/cloc v 2.08  T=0.54 s (268.7 files/s 17175.8 lines/s)"
98,Java,724,0,3820
30,Vuejs Component,247,0,2946
17,JavaScript,188,40,1209
1,TypeScript,14,70,74
146,SUM,1173,110,8049
