files,language,blank,comment,code,"github.com/AlDanial/cloc v 2.08  T=0.57 s (257.5 files/s 16434.7 lines/s)"
99,Java,733,0,3862
30,Vuejs Component,247,0,2946
17,JavaScript,188,40,1209
1,TypeScript,14,70,74
147,SUM,1182,110,8091
