files,language,blank,comment,code,"github.com/AlDanial/cloc v 2.08  T=0.81 s (200.3 files/s 13259.4 lines/s)"
115,Java,972,0,5028
30,Vuejs Component,247,0,2946
17,JavaScript,188,40,1209
1,TypeScript,14,70,74
163,SUM,1421,110,9257
